iteration,reward_mean,length_mean,games,loss
1207000,1500.62,36.62,8,0.012472575530409813
1208000,1375.88,32.75,8,0.007361909840255976
1209000,1497.0,37.5,8,0.011740453541278839
1210000,1383.12,33.12,8,0.010314599610865116
1211000,1529.5,37.5,8,0.011619649827480316
1212000,1453.25,34.5,8,0.028958555310964584
1213000,1506.62,36.38,8,0.011867396533489227
1214000,1379.62,32.25,8,0.00823382567614317
1215000,1356.88,32.75,8,0.02166421338915825
1216000,1292.0,29.88,8,0.010713666677474976
1217000,1551.38,39.88,8,0.01301119476556778
1218000,1276.88,29.12,8,0.023144172504544258
1219000,1304.25,29.5,8,0.010311675257980824
1220000,1238.62,28.62,8,0.012402431108057499
1221000,1536.88,38.12,8,0.008001569658517838
1222000,1459.0,34.75,8,0.012337848544120789
1223000,1521.75,37.5,8,0.030724572017788887
1224000,1461.5,35.12,8,0.011566773988306522
1225000,1294.62,30.38,8,0.037971362471580505
1226000,1568.75,39.62,8,0.011297879740595818
1227000,1488.25,35.75,8,0.01783887669444084
1228000,1296.38,29.75,8,0.008686987683176994
1229000,1344.38,31.25,8,0.01120259054005146
1230000,1598.5,40.12,8,0.009810240939259529
1231000,1240.12,27.75,8,0.02654247358441353
1232000,974.0,21.5,8,0.010031674057245255
1233000,1469.5,35.62,8,0.01062062568962574
1234000,1379.88,32.62,8,0.012891886755824089
1235000,1395.38,32.62,8,0.029555544257164
1236000,1249.75,28.38,8,0.013897215947508812
1237000,1511.12,37.25,8,0.04427217319607735
1238000,1154.25,26.5,8,0.007739676628261805
1239000,1330.5,31.12,8,0.013105623424053192
1240000,1508.0,36.75,8,0.008793123066425323
1241000,1442.12,34.25,8,0.020872952416539192
1242000,1516.38,37.38,8,0.01779228262603283
1243000,1418.88,33.62,8,0.024210307747125626
1244000,1466.25,37.0,8,0.00738934800028801
1245000,1481.75,35.62,8,0.008111787959933281
1246000,1229.12,29.38,8,0.008956926874816418
1247000,1235.5,27.75,8,0.008379539474844933
1248000,1412.25,33.25,8,0.04527929797768593
1249000,1380.0,32.62,8,0.008424934931099415
1250000,1446.88,35.12,8,0.01503450982272625
1251000,1433.0,33.75,8,0.03608901798725128
1252000,1403.0,33.75,8,0.02708319202065468
1253000,1564.38,38.62,8,0.009656079113483429
1254000,1336.88,30.75,8,0.021084237843751907
1255000,1319.75,30.25,8,0.009188743308186531
1256000,1564.25,38.62,8,0.00966058112680912
1257000,1469.12,35.0,8,0.017021359875798225
1258000,1439.75,35.0,8,0.007751076482236385
1259000,1286.38,29.12,8,0.016019849106669426
1260000,1450.0,34.75,8,0.026446402072906494
1261000,1424.12,33.5,8,0.020193517208099365
1262000,1480.12,36.62,8,0.012715466320514679
1263000,1380.0,33.12,8,0.04774468392133713
1264000,1495.12,37.0,8,0.02032156102359295
1265000,1493.88,36.25,8,0.01965184509754181
1266000,1320.0,30.0,8,0.008293296210467815
1267000,1568.88,39.12,8,0.007111436687409878
1268000,1371.25,32.12,8,0.00910203531384468
1269000,1573.33,39.11,9,0.010838841088116169
1270000,1389.5,33.0,8,0.006791094318032265
1271000,1491.75,36.5,8,0.006647221278399229
1272000,1403.12,33.88,8,0.008465269580483437
1273000,1393.5,32.75,8,0.03840025141835213
1274000,1565.0,39.0,8,0.031095251441001892
1275000,1480.12,36.75,8,0.016701143234968185
1276000,1406.75,32.88,8,0.017389364540576935
1277000,1358.38,31.62,8,0.009818287566304207
1278000,1345.5,31.0,8,0.014355383813381195
1279000,1472.75,35.75,8,0.016117971390485764
1280000,1313.25,30.5,8,0.05195856839418411
1281000,1342.62,31.38,8,0.013722642324864864
1282000,1503.25,36.75,8,0.010957189835608006
1283000,1319.5,30.88,8,0.03723932057619095
1284000,1377.0,32.88,8,0.01668037846684456
1285000,1358.62,31.5,8,0.010920140892267227
1286000,1302.12,30.38,8,0.01096558291465044
1287000,1610.5,41.12,8,0.013626398518681526
1288000,1281.62,29.25,8,0.02964797243475914
1289000,1352.38,31.5,8,0.015408594161272049
1290000,1337.0,31.12,8,0.014316121116280556
1291000,1465.5,34.88,8,0.007685068063437939
1292000,1251.75,28.0,8,0.022836342453956604
1293000,1431.5,33.62,8,0.005335308611392975
1294000,1466.88,35.38,8,0.013125176541507244
1295000,1404.38,33.25,8,0.03163968771696091
1296000,1390.75,33.5,8,0.007973756641149521
1297000,1583.75,39.75,8,0.01736322231590748
1298000,1445.62,35.5,8,0.03560085594654083
1299000,1378.75,33.12,8,0.018893878906965256
1300000,1458.12,35.0,8,0.010034262202680111
1301000,1441.62,36.75,8,0.013820321299135685
1302000,631.56,14.0,9,0.024064496159553528
1303000,1441.75,34.75,8,0.013145161792635918
1304000,1417.12,34.12,8,0.025808757171034813
1305000,1387.12,33.12,8,0.039543986320495605
1306000,1624.62,41.38,8,0.01673186756670475
1307000,1435.38,34.88,8,0.06049288064241409
1308000,1190.38,27.75,8,0.00786573439836502
1309000,1405.25,34.12,8,0.03966526314616203
1310000,1313.62,30.38,8,0.022426895797252655
1311000,1498.88,36.62,8,0.02689596451818943
1312000,1426.0,33.62,8,0.014146385714411736
1313000,975.12,20.88,8,0.021417364478111267
1314000,1476.75,35.38,8,0.01988016441464424
1315000,1353.25,31.12,8,0.022483322769403458
1316000,1431.62,33.75,8,0.010650526732206345
1317000,1364.38,32.0,8,0.02036420628428459
1318000,1582.38,39.75,8,0.024168990552425385
1319000,1394.88,32.5,8,0.011246459558606148
1320000,1460.75,35.5,8,0.0414750799536705
1321000,1315.75,30.88,8,0.029132690280675888
1322000,1423.88,33.62,8,0.02941950596868992
1323000,1362.25,31.62,8,0.010434165596961975
1324000,1292.0,29.88,8,0.009893705137073994
1325000,1395.62,33.12,8,0.012570647522807121
1326000,1317.0,31.0,8,0.009308099746704102
1327000,1275.62,28.62,8,0.02889946661889553
1328000,1306.62,29.62,8,0.014466371387243271
1329000,1472.62,35.88,8,0.007762756664305925
1330000,1403.75,32.75,8,0.014619133435189724
1331000,1597.38,40.38,8,0.015851296484470367
1332000,1393.25,33.12,8,0.06232265755534172
1333000,1371.88,31.75,8,0.008230522274971008
1334000,1471.5,35.38,8,0.014577727764844894
1335000,1408.25,33.62,8,0.025663942098617554
1336000,1471.75,36.12,8,0.008922912180423737
1337000,1326.12,30.62,8,0.009597430005669594
1338000,1390.5,32.75,8,0.00807714369148016
1339000,1278.0,29.0,8,0.013536686077713966
1340000,1489.38,37.0,8,0.02873826213181019
1341000,1301.75,30.5,8,0.008221432566642761
1342000,1449.38,35.38,8,0.010381665080785751
1343000,1498.75,36.5,8,0.030781365931034088
1344000,1361.0,31.88,8,0.018673956394195557
1345000,1189.88,26.62,8,0.009401427581906319
1346000,1416.5,33.5,8,0.010493392124772072
1347000,1197.75,26.75,8,0.01304609514772892
1348000,1409.75,33.5,8,0.013155179098248482
1349000,1449.62,34.88,8,0.031026620417833328
1350000,1414.38,33.38,8,0.02583160065114498
1351000,1489.88,36.38,8,0.010329755954444408
1352000,1061.38,23.88,8,0.022771408781409264
1353000,1443.5,34.38,8,0.008937221020460129
1354000,1321.62,31.0,8,0.021705258637666702
1355000,1378.75,34.62,8,0.020147103816270828
1356000,1406.75,32.88,8,0.016148999333381653
1357000,1479.75,35.62,8,0.06279566884040833
1358000,1249.12,28.25,8,0.007582787424325943
1359000,1541.0,38.38,8,0.020483314990997314
1360000,1291.25,30.0,8,0.0163608156144619
1361000,1183.5,26.25,8,0.014398541301488876
1362000,1212.88,27.25,8,0.014639732427895069
1363000,1470.88,35.75,8,0.08765006810426712
1364000,1594.75,40.62,8,0.021656334400177002
1365000,1285.62,29.0,8,0.04349668696522713
1366000,1479.0,36.0,8,0.022783488035202026
1367000,1500.75,36.75,8,0.009796079248189926
1368000,1350.38,31.75,8,0.020987477153539658
1369000,1401.12,33.75,8,0.018931599333882332
1370000,1400.38,34.25,8,0.012659795582294464
1371000,1335.75,30.88,8,0.02003638446331024
1372000,1397.5,32.62,8,0.015726804733276367
1373000,1467.75,34.88,8,0.0077832359820604324
1374000,1462.62,35.0,8,0.016813602298498154
1375000,1408.0,33.12,8,0.007055323570966721
1376000,1451.75,34.75,8,0.01621783897280693
1377000,956.5,21.38,8,0.01362909097224474
1378000,1470.88,35.5,8,0.05672913044691086
1379000,1204.25,26.75,8,0.013828824274241924
1380000,1343.25,31.62,8,0.006439654156565666
1381000,1466.38,35.25,8,0.009188249707221985
1382000,1500.75,36.5,8,0.010948369279503822
1383000,1519.0,37.25,8,0.010719826444983482
1384000,1372.0,32.38,8,0.025498010218143463
1385000,1414.62,34.12,8,0.01277516596019268
1386000,1525.38,37.25,8,0.01584050804376602
1387000,1364.5,32.75,8,0.0361485481262207
1388000,1472.25,34.88,8,0.018972842022776604
1389000,1338.62,31.5,8,0.020543744787573814
1390000,1180.75,26.5,8,0.043815262615680695
1391000,1398.88,33.0,8,0.030323490500450134
1392000,1488.0,36.0,8,0.023059945553541183
1393000,1388.12,32.38,8,0.009322116151452065
1394000,1393.25,32.5,8,0.028612405061721802
1395000,1493.5,37.12,8,0.022032886743545532
1396000,1536.88,37.25,8,0.010207138024270535
1397000,1381.75,32.75,8,0.01297236979007721
1398000,1430.12,33.38,8,0.02392248809337616
1399000,1460.38,34.62,8,0.03728485107421875
1400000,1355.75,32.38,8,0.009547889232635498
1401000,1030.62,22.5,8,0.016046715900301933
1402000,1337.5,30.75,8,0.013470147736370564
1403000,1383.5,32.38,8,0.02465045265853405
1404000,1257.25,29.12,8,0.01570114493370056
1405000,1550.0,38.25,8,0.04179016500711441
1406000,1420.0,33.5,8,0.01619039662182331
1407000,1335.0,30.88,8,0.010753124952316284
1408000,1497.25,37.0,8,0.020984945818781853
1409000,1420.5,34.75,8,0.01583230495452881
1410000,848.12,18.88,8,0.018940938636660576
1411000,1098.62,24.5,8,0.010646581649780273
1412000,1194.38,27.38,8,0.02259908989071846
1413000,1004.38,22.38,8,0.017587369307875633
1414000,1557.0,39.25,8,0.026638217270374298
1415000,1328.12,31.25,8,0.012841222807765007
1416000,1307.5,30.38,8,0.013307366520166397
1417000,1283.78,29.22,9,0.012790270149707794
1418000,1381.88,32.25,8,0.017635224387049675
1419000,1302.12,30.25,8,0.014076979830861092
1420000,1361.25,31.88,8,0.013714025728404522
1421000,1286.62,29.75,8,0.02620517648756504
1422000,1319.62,31.25,8,0.056508660316467285
1423000,1274.0,28.88,8,0.018476447090506554
1424000,1595.25,40.75,8,0.011196013540029526
1425000,1313.75,30.62,8,0.011066916398704052
1426000,1408.0,34.0,8,0.04576587677001953
1427000,1345.88,32.25,8,0.013830522075295448
1428000,1460.25,34.75,8,0.022495776414871216
1429000,1113.5,24.25,8,0.01379408873617649
1430000,1326.5,31.0,8,0.012098542414605618
1431000,1528.25,37.5,8,0.014582499861717224
1432000,1371.25,31.62,8,0.014003478921949863
1433000,1453.75,34.88,8,0.010388039983808994
1434000,1538.88,38.88,8,0.015419164672493935
1435000,1511.62,37.12,8,0.013790018856525421
1436000,1428.88,34.0,8,0.008142944425344467
1437000,1392.62,33.12,8,0.04479888826608658
1438000,1680.38,43.75,8,0.02728026732802391
1439000,1407.88,33.25,8,0.05900586396455765
1440000,1094.5,24.38,8,0.008126683533191681
1441000,1300.62,30.0,8,0.03767429292201996
1442000,1327.5,31.0,8,0.006696202792227268
1443000,1337.25,30.75,8,0.019300099462270737
1444000,1431.5,34.38,8,0.05536516010761261
1445000,1299.88,30.38,8,0.025601793080568314
1446000,1427.88,34.0,8,0.04483284428715706
1447000,1333.38,31.25,8,0.01694331504404545
1448000,1375.12,33.38,8,0.0488167442381382
1449000,1518.5,38.5,8,0.020868126302957535
1450000,1509.38,37.5,8,0.021625544875860214
1451000,1462.38,35.88,8,0.01029597595334053
1452000,1655.5,42.5,8,0.012420739978551865
1453000,1245.62,27.88,8,0.01619090512394905
1454000,1313.0,30.25,8,0.010026459582149982
1455000,1438.25,34.75,8,0.025491684675216675
1456000,1336.25,31.5,8,0.015419047325849533
1457000,1351.75,31.62,8,0.0073277889750897884
1458000,1630.38,41.25,8,0.023205118253827095
1459000,1435.75,34.0,8,0.038974493741989136
1460000,1391.88,33.38,8,0.019663389772176743
1461000,1460.12,35.0,8,0.014917818829417229
1462000,1251.25,28.5,8,0.014974435791373253
1463000,1411.33,33.22,9,0.013545756228268147
1464000,1368.62,31.25,8,0.020511377602815628
1465000,1410.88,33.75,8,0.017442623153328896
1466000,1274.75,29.25,8,0.022609617561101913
1467000,1595.88,40.5,8,0.04843379184603691
1468000,1432.25,34.38,8,0.034078001976013184
1469000,1381.5,33.25,8,0.008955806493759155
1470000,1357.33,31.78,9,0.027221214026212692
1471000,1323.75,31.0,8,0.024102915078401566
1472000,1450.62,35.75,8,0.014748608693480492
1473000,1586.75,39.38,8,0.019081350415945053
1474000,1310.25,30.75,8,0.01739455573260784
1475000,1280.0,29.38,8,0.015370110049843788
1476000,1509.12,37.38,8,0.030582647770643234
1477000,1268.75,29.5,8,0.028955621644854546
1478000,1388.0,32.12,8,0.011506419628858566
1479000,1363.38,31.88,8,0.025778040289878845
1480000,1347.5,31.38,8,0.018793601542711258
1481000,1488.5,36.12,8,0.03598056733608246
1482000,1457.0,34.88,8,0.06469939649105072
1483000,1661.25,43.88,8,0.020628053694963455
1484000,1297.12,30.38,8,0.03828275948762894
1485000,1379.88,33.12,8,0.024716239422559738
1486000,1409.0,33.25,8,0.010261276736855507
1487000,1549.5,38.25,8,0.015348035842180252
1488000,1471.75,35.0,8,0.0073542725294828415
1489000,1260.25,28.88,8,0.011972642503678799
1490000,1274.5,28.88,8,0.010842155665159225
1491000,1335.62,31.12,8,0.04849952459335327
1492000,1285.5,29.62,8,0.020130030810832977
1493000,1494.25,36.12,8,0.018607191741466522
1494000,1452.0,35.5,8,0.02573193609714508
1495000,1413.12,33.88,8,0.08525164425373077
1496000,1280.5,29.25,8,0.008856000378727913
1497000,1456.25,34.88,8,0.021669069305062294
1498000,1306.88,29.75,8,0.015732448548078537
1499000,1434.0,34.75,8,0.010306409560143948
1500000,1540.75,38.75,8,0.022544870153069496
1501000,1565.0,38.5,8,0.015026949346065521
1502000,1277.25,29.5,8,0.010889601893723011
1503000,1456.88,34.62,8,0.016654588282108307
1504000,1257.5,28.75,8,0.013119954615831375
1505000,1515.88,36.75,8,0.010283879935741425
1506000,1458.25,35.25,8,0.026605213060975075
1507000,1489.38,35.75,8,0.021091587841510773
1508000,1528.5,37.62,8,0.01350335031747818
1509000,1441.75,36.25,8,0.008769258856773376
1510000,1566.0,38.38,8,0.006531395949423313
1511000,1377.5,33.5,8,0.011157773435115814
1512000,1446.5,34.88,8,0.008027547970414162
1513000,1556.75,38.62,8,0.013211393728852272
1514000,1342.62,31.5,8,0.01538259256631136
1515000,1355.75,31.12,8,0.00597680127248168
1516000,1460.12,35.0,8,0.01356339082121849
1517000,1509.25,37.0,8,0.010803114622831345
1518000,1604.75,41.25,8,0.013408052735030651
1519000,1514.62,37.0,8,0.010410124436020851
1520000,1407.62,32.75,8,0.022313673049211502
1521000,1467.75,35.38,8,0.014435719698667526
1522000,1546.88,37.88,8,0.006062150001525879
1523000,1448.38,35.38,8,0.043563783168792725
1524000,1535.62,38.25,8,0.01288948580622673
1525000,1538.62,38.75,8,0.016379430890083313
1526000,1505.25,37.0,8,0.027076877653598785
1527000,1557.38,38.12,8,0.027666591107845306
1528000,1557.88,39.38,8,0.012790136970579624
1529000,1591.38,40.75,8,0.019618038088083267
1530000,1290.5,29.38,8,0.022482777014374733
1531000,1363.88,32.38,8,0.01820824295282364
1532000,1460.25,34.62,8,0.009013095870614052
1533000,1483.25,36.38,8,0.016572706401348114
1534000,1413.0,33.38,8,0.013401676900684834
1535000,1455.88,35.0,8,0.021211810410022736
1536000,1408.0,33.5,8,0.009151915088295937
1537000,1621.88,40.88,8,0.04383184015750885
1538000,1366.75,31.38,8,0.0201428160071373
1539000,1588.75,41.12,8,0.012145099230110645
1540000,1339.38,31.12,8,0.025638148188591003
1541000,1461.75,35.5,8,0.020699158310890198
1542000,1394.5,32.62,8,0.016916120424866676
1543000,1376.75,33.0,8,0.031679436564445496
1544000,1411.0,33.25,8,0.013906657695770264
1545000,1256.25,28.25,8,0.032857902348041534
1546000,1652.88,42.25,8,0.02701367251574993
1547000,1285.5,29.0,8,0.03343673050403595
1548000,1286.0,29.75,8,0.017970958724617958
1549000,1374.38,32.5,8,0.013182321563363075
1550000,1465.5,36.25,8,0.020541416481137276
1551000,1372.25,32.0,8,0.015693843364715576
1552000,1544.62,38.75,8,0.014328486286103725
1553000,1412.62,33.62,8,0.010649139061570168
1554000,1355.25,32.5,8,0.01069730520248413
1555000,1584.25,39.88,8,0.010099701583385468
1556000,1344.12,32.75,8,0.01569228246808052
1557000,1394.88,33.25,8,0.038598787039518356
1558000,1335.12,30.75,8,0.011781546287238598
1559000,1406.75,33.12,8,0.03429699316620827
1560000,1373.75,32.88,8,0.021383238956332207
1561000,1426.0,34.0,8,0.009607773274183273
1562000,1509.88,36.75,8,0.016329418867826462
1563000,1471.38,35.75,8,0.01910504698753357
1564000,1462.75,35.88,8,0.014678352512419224
1565000,1393.0,32.75,8,0.01485137827694416
1566000,1532.0,37.12,8,0.01905345544219017
1567000,1382.25,32.5,8,0.023836422711610794
1568000,1369.12,32.38,8,0.008910780772566795
1569000,1425.38,33.62,8,0.01327478513121605
1570000,1476.88,35.38,8,0.00940361525863409
1571000,1359.12,32.25,8,0.014386100694537163
1572000,1483.62,36.88,8,0.019003741443157196
1573000,1556.0,39.0,8,0.014827711507678032
1574000,1361.38,32.25,8,0.023716092109680176
1575000,1357.88,31.38,8,0.01166171208024025
1576000,1272.25,29.25,8,0.05022716894745827
1577000,1629.62,41.75,8,0.00834273174405098
1578000,1414.75,34.0,8,0.016990795731544495
1579000,1373.88,33.25,8,0.012872856110334396
1580000,1322.0,30.38,8,0.012127530761063099
1581000,1263.38,29.0,8,0.018952831625938416
1582000,1389.0,32.25,8,0.05040845274925232
1583000,1413.12,34.0,8,0.015891894698143005
1584000,1450.12,35.25,8,0.012823913246393204
1585000,778.25,17.38,8,0.034096237272024155
1586000,1611.5,40.88,8,0.014740634709596634
1587000,1350.0,32.0,8,0.050027601420879364
1588000,1321.0,31.0,8,0.011173965409398079
1589000,1439.62,34.38,8,0.015592455863952637
1590000,1470.88,35.38,8,0.01060110330581665
1591000,1031.5,22.75,8,0.01592334173619747
1592000,1391.75,33.25,8,0.025734152644872665
1593000,1548.88,38.88,8,0.037774424999952316
1594000,1456.75,35.62,8,0.006591031327843666
1595000,1421.75,34.12,8,0.009565193206071854
1596000,1378.62,33.25,8,0.03252086043357849
1597000,1283.62,29.62,8,0.009088795632123947
1598000,1480.12,36.38,8,0.012049902230501175
1599000,1449.62,35.62,8,0.010364992544054985
1600000,1459.12,35.62,8,0.01702624186873436
1601000,1498.5,38.75,8,0.03620888292789459
1602000,1490.12,36.0,8,0.01828175038099289
1603000,1485.88,35.38,8,0.01374906674027443
1604000,1313.75,30.12,8,0.006200894247740507
1605000,1488.5,35.75,8,0.02469625696539879
1606000,1432.5,34.88,8,0.010970370844006538
1607000,1237.38,29.5,8,0.00793531909584999
1608000,1464.12,35.0,8,0.020131494849920273
1609000,1465.12,36.12,8,0.009086616337299347
1610000,1427.5,33.75,8,0.037292491644620895
1611000,1525.25,39.12,8,0.011513002216815948
1612000,1355.25,33.0,8,0.03278287127614021
1613000,1372.75,33.38,8,0.05382493883371353
1614000,1525.75,37.88,8,0.02430649846792221
1615000,1356.5,32.62,8,0.0180662889033556
1616000,1190.0,26.38,8,0.02827521786093712
1617000,1526.12,38.38,8,0.009430475533008575
1618000,1273.12,29.25,8,0.018012039363384247
1619000,1323.12,30.12,8,0.00824623741209507
1620000,1152.5,25.88,8,0.009818816557526588
1621000,1351.88,31.75,8,0.008965879678726196
1622000,1300.88,29.5,8,0.044714733958244324
1623000,1547.62,39.12,8,0.011298079043626785
1624000,1615.38,41.25,8,0.009562956169247627
1625000,1667.12,43.38,8,0.01458738837391138
1626000,1317.25,30.5,8,0.015338284894824028
1627000,1085.0,24.25,8,0.008086864836513996
1628000,1269.62,28.88,8,0.007234109099954367
1629000,1287.12,29.0,8,0.008444461971521378
1630000,1320.88,30.25,8,0.025239475071430206
1631000,1528.5,38.12,8,0.03296991437673569
1632000,1450.75,35.12,8,0.015835575759410858
1633000,1247.62,27.88,8,0.02751023881137371
1634000,1311.25,30.62,8,0.010233916342258453
1635000,1413.5,33.88,8,0.021919334307312965
1636000,1415.75,33.62,8,0.009351290762424469
1637000,1524.38,37.12,8,0.011393752880394459
1638000,1403.0,34.12,8,0.019305936992168427
1639000,1639.38,41.75,8,0.00726101640611887
1640000,1392.88,32.62,8,0.012317866086959839
1641000,1517.0,37.25,8,0.015188783407211304
1642000,1497.88,38.12,8,0.03531394526362419
1643000,1621.62,43.12,8,0.034985434263944626
1644000,1620.0,40.62,8,0.01214104238897562
1645000,1396.62,35.25,8,0.01040690392255783
1646000,1401.88,33.12,8,0.010260806418955326
1647000,1185.75,26.5,8,0.012073511257767677
1648000,1445.5,34.0,8,0.008215849287807941
1649000,1251.75,29.75,8,0.027932796627283096
1650000,1515.12,38.38,8,0.017989017069339752
1651000,1365.75,31.62,8,0.08404688537120819
1652000,1478.75,36.38,8,0.02246726118028164
1653000,1516.25,37.5,8,0.013761935755610466
1654000,1634.38,42.25,8,0.03528676927089691
1655000,1468.88,35.0,8,0.007595335133373737
1656000,1499.88,37.25,8,0.00984187237918377
1657000,1610.12,42.62,8,0.011129310354590416
1658000,1410.12,33.62,8,0.033970266580581665
1659000,1400.5,32.88,8,0.011225955560803413
1660000,1429.88,34.88,8,0.010857987217605114
1661000,1373.75,32.88,8,0.021516067907214165
1662000,1551.38,38.12,8,0.013425339944660664
1663000,1342.0,31.38,8,0.03632965683937073
1664000,1469.25,36.5,8,0.011001341976225376
1665000,1383.25,33.12,8,0.04382525756955147
1666000,1507.88,36.5,8,0.0379447415471077
1667000,1178.5,27.25,8,0.010651989839971066
1668000,1095.62,24.25,8,0.008273995481431484
1669000,1322.38,30.62,8,0.011007830500602722
1670000,1073.0,24.38,8,0.05346571281552315
1671000,1153.0,25.62,8,0.0198696106672287
1672000,1394.5,32.88,8,0.009512972086668015
1673000,1415.5,34.62,8,0.010440845973789692
1674000,1566.62,39.25,8,0.01139232236891985
1675000,1473.25,36.12,8,0.018959734588861465
1676000,1414.12,33.38,8,0.025016967207193375
1677000,1453.12,34.75,8,0.014966834336519241
1678000,1452.75,35.38,8,0.013469971716403961
1679000,1385.75,32.0,8,0.022627228870987892
1680000,1391.88,32.5,8,0.015086224302649498
1681000,1340.25,30.75,8,0.007539207581430674
1682000,1369.12,31.62,8,0.024767685681581497
1683000,1429.38,33.88,8,0.02053418755531311
1684000,1458.12,36.0,8,0.0081822844222188
1685000,1375.25,33.12,8,0.014635923318564892
1686000,1424.62,34.12,8,0.017114628106355667
1687000,1358.0,31.62,8,0.01364625059068203
1688000,1524.88,37.5,8,0.02910248190164566
1689000,1527.12,37.25,8,0.01609528623521328
1690000,1351.62,32.25,8,0.013443837873637676
1691000,1277.62,29.38,8,0.03186042234301567
1692000,1413.12,33.5,8,0.00928454753011465
1693000,1360.12,31.25,8,0.00766427256166935
1694000,1419.12,33.62,8,0.012272590771317482
1695000,1268.88,29.25,8,0.02175842598080635
1696000,1274.88,30.75,8,0.007529282942414284
1697000,1377.88,32.5,8,0.008203059434890747
1698000,1240.88,28.12,8,0.006358738522976637
1699000,1417.88,33.38,8,0.009594345465302467
1700000,1484.25,35.88,8,0.014783700928092003
1701000,1376.75,33.0,8,0.01716463640332222
1702000,1347.0,31.0,8,0.011681750416755676
1703000,1482.0,36.12,8,0.009659521281719208
1704000,1273.12,30.38,8,0.01527214515954256
1705000,1380.38,32.38,8,0.029818587005138397
1706000,1348.88,31.62,8,0.0111078517511487
1707000,1239.75,27.75,8,0.023995358496904373
1708000,1529.5,37.75,8,0.010329124517738819
1709000,1440.12,34.62,8,0.019629931077361107
1710000,1487.62,36.88,8,0.031930796802043915
1711000,1399.38,33.25,8,0.009086672216653824
1712000,1430.75,34.62,8,0.046986762434244156
1713000,1463.5,35.62,8,0.017283102497458458
1714000,1669.38,43.25,8,0.020364630967378616
1715000,1378.5,32.5,8,0.023280447348952293
1716000,1465.88,35.25,8,0.013733570463955402
1717000,1613.25,41.38,8,0.020652147009968758
1718000,1517.75,38.38,8,0.006876390427350998
1719000,1384.75,33.25,8,0.009373950771987438
1720000,1289.62,29.12,8,0.03365609049797058
1721000,1401.88,32.88,8,0.01813831366598606
1722000,1413.62,33.25,8,0.013800427317619324
1723000,1377.0,32.88,8,0.024247413501143456
1724000,1394.62,33.88,8,0.023144979029893875
1725000,1425.88,34.38,8,0.044519465416669846
1726000,1423.75,33.62,8,0.017657212913036346
1727000,1422.62,34.0,8,0.023339424282312393
1728000,1499.12,37.25,8,0.012189039960503578
1729000,1121.12,24.88,8,0.013009719550609589
1730000,1649.75,43.5,8,0.028275588527321815
1731000,1353.25,32.0,8,0.013827010989189148
1732000,1546.88,38.62,8,0.011242710053920746
1733000,1499.12,37.25,8,0.030171308666467667
1734000,1374.38,32.38,8,0.012085902504622936
1735000,1515.12,37.62,8,0.009182363748550415
1736000,1383.62,33.12,8,0.006827604025602341
1737000,1427.62,33.75,8,0.012175042182207108
1738000,1556.5,39.5,8,0.010235905647277832
1739000,1398.38,32.88,8,0.03259783983230591
1740000,1455.0,34.38,8,0.05343236029148102
1741000,1461.75,36.62,8,0.00995541363954544
1742000,1292.5,30.12,8,0.017568126320838928
1743000,1468.5,36.12,8,0.01700620725750923
1744000,1409.12,33.5,8,0.03476880118250847
1745000,1562.62,39.88,8,0.0136514101177454
1746000,1457.25,36.62,8,0.035434115678071976
1747000,1429.88,34.5,8,0.02663181535899639
1748000,1448.88,35.12,8,0.04340715706348419
1749000,1645.0,44.0,8,0.005745006259530783
1750000,1408.38,35.88,8,0.027702175080776215
1751000,1477.12,37.38,8,0.0343843474984169
1752000,1628.12,41.88,8,0.012088406831026077
1753000,1371.0,33.0,8,0.027304138988256454
1754000,1261.25,30.0,8,0.009163087233901024
1755000,1335.38,31.62,8,0.020914871245622635
1756000,1473.0,35.5,8,0.0055045438930392265
1757000,1451.62,34.12,8,0.009891264140605927
1758000,1513.12,37.75,8,0.017309503629803658
1759000,1429.0,34.75,8,0.025063717737793922
1760000,1505.0,37.0,8,0.013782062567770481
1761000,1572.38,39.5,8,0.012797577306628227
1762000,1470.38,35.0,8,0.01179009210318327
1763000,1513.75,37.12,8,0.010092130862176418
1764000,1628.12,42.25,8,0.02208356000483036
1765000,1570.25,39.12,8,0.01180057879537344
1766000,1246.75,28.75,8,0.023796439170837402
1767000,1541.38,38.25,8,0.03951369971036911
1768000,1419.25,33.88,8,0.0068873632699251175
1769000,1340.12,31.25,8,0.007303619757294655
1770000,1336.25,31.38,8,0.03544149547815323
1771000,1283.25,30.0,8,0.015160540118813515
1772000,1340.0,30.88,8,0.015351997688412666
1773000,1488.88,36.25,8,0.01859598606824875
1774000,1674.12,43.38,8,0.011824646964669228
1775000,1566.5,38.38,8,0.024638008326292038
1776000,1555.25,39.62,8,0.010644424706697464
1777000,1559.0,39.5,8,0.03233698755502701
1778000,1365.5,32.5,8,0.01779402419924736
1779000,1518.38,38.75,8,0.038258232176303864
1780000,1449.88,35.25,8,0.01897725835442543
1781000,1445.25,35.25,8,0.01117074117064476
1782000,1474.12,36.25,8,0.028431765735149384
1783000,1476.88,36.25,8,0.025317346677184105
1784000,1358.12,31.38,8,0.014683798886835575
1785000,1522.0,37.67,9,0.007502101361751556
1786000,1351.38,31.62,8,0.022372031584382057
1787000,1556.62,39.0,8,0.028417415916919708
1788000,1415.38,34.12,8,0.018864398822188377
